U58522_at,S77576_at,U71300_at,X65550_at,D87466_at,U79249_at,D31884_at,D11139_at,D30742_at,X15187_at,X65724_at,U44975_at,D87460_at,L75847_at,U33818_at,M16342_at,M55040_at,AJ000480_at,U47105_at,U38175_at,M28879_at,X79204_at,U67674_at,L77567_s_at,Y09858_at,M73047_at,U04898_at,U20158_at,D88422_at,U75308_at,U73824_at,M61855_at,L14542_at,D87685_at,X14813_at,S58544_at,U77948_at,AB000381_s_at,X06700_s_at,D13644_at,L07590_at,U70426_at,D87469_at,X52851_rna1_at,L32164_at,AC002073_cds1_at,X99459_at,U12387_s_at,U83192_at,U57629_at,U30521_at,U43083_at,U72515_at,HG2788-HT2896_at,U72066_at,D14661_at,U87408_at,U78793_at,M28170_at,X58521_at,U09279_at,AF000560_at,M19267_s_at,U09564_at,U66061_cds3_at,U62389_at,X78338_at,M94250_at,U03397_s_at,U76366_s_at,S80437_s_at,U40990_at,X13334_at,D25538_at,D86976_at,D26561_cds1_at,D63480_at,U03105_at,HG2797-HT2906_s_at,Y10505_at,HG3638-HT3993_s_at,D25274_at,U40391_rna1_at,Y10512_at,M55131_at,U41767_s_at,X86019_at,X93920_at,X69910_at,S71043_rna1_s_at,U41668_at,D63390_at,U11287_at,L15326_s_at,S77582_at,M74587_rna1_s_at,X66533_at,U62317_rna3_at,U19345_at,U29607_at,class
1.6577,-0.7273,0.2348,-0.3532,-0.7009,0.1725,-1.3425,-1.0879,-0.0174,-0.5258,-0.0965,0.1428,-0.7287,0.5091,2.648,2.188,-1.2953,-0.6304,2.1067,0.9214,-0.963,-0.1373,-0.8803,1.1729,-0.342,2.4463,-0.3661,0.6668,-0.3999,1.0936,0.3996,-0.5543,1.9787,-0.2463,1.783,0.226,2.3719,-1.1477,0.6151,0.397,-1.0558,-0.5426,-0.0885,0.783,-1.0109,-0.2462,-0.9508,-1.1547,-0.4006,1.5853,2.5918,-0.4503,-0.6773,-0.1516,-0.1172,0.2745,-0.2327,-0.7539,-0.3121,-1.1774,-0.1702,-0.8691,-0.5439,0.8115,-0.5757,-0.3797,-0.4439,-1.1059,0.1229,-0.4338,1.0551,-1.5522,0.3133,2.834,2.3975,-0.0245,0.6949,0.4492,1.4746,0.0685,-3.1935,1.0021,-0.7024,-0.4031,-0.9746,-0.092,-0.5597,-0.6942,0.4871,0.0293,0.3105,0.6445,0.5394,0.1049,0.2148,0.6607,0.3937,0.5926,0.0137,-0.5949,ALL
0.8705,-0.5257,0.5697,-0.3294,0.0408,0.1725,-0.4803,-0.7117,0.2975,0.604,-0.848,1.1423,0.265,0.6727,0.7393,0.7977,-0.5858,-0.3616,2.3296,0.8227,-0.4118,-0.1669,-0.5885,0.172,-0.3253,1.9495,0.4476,0.9067,-0.4119,1.166,0.7768,-0.478,-0.0069,0.6565,0.7789,-0.1551,0.8224,0.0837,-1.6546,0.7919,-0.4114,3.3152,-0.1223,0.4465,-0.7225,3.0266,-0.9091,-0.0642,0.4248,0.6309,0.7902,-0.2169,0.4903,-0.0399,-0.7167,1.7261,-0.4821,-0.4538,0.153,-1.0779,1.1711,1.4085,-0.213,1.4426,1.2393,-0.7573,-0.4254,-0.2059,0.1576,-0.1246,1.6047,-0.0436,-0.1811,0.9867,2.3388,0.5809,0.0649,1.9334,0.3256,-0.6388,0.018,-0.4174,-0.8297,0.8016,0.2868,-0.3148,-0.0285,0.2577,0.6258,-0.3968,2.0841,-0.1408,0.8212,-0.3752,0.2359,-0.1459,0.2055,-0.5706,-0.3336,0.1439,ALL
0.3713,-0.7489,-0.3365,-0.5558,0.0264,0.4222,1.0888,-0.2662,0.0409,2.8525,-0.848,0.3709,-0.8723,-0.2857,0.58,0.3801,-1.3279,-0.4037,-0.8025,0.1534,-0.7793,-0.5524,-0.9604,-0.523,-0.5082,0.757,1.4272,1.5657,-0.3355,-0.0351,1.76,-0.1346,-0.5088,0.0512,0.527,0.0831,0.8681,-0.0125,-1.0829,0.1996,-0.3219,-1.5155,-0.8809,-0.9745,-0.0164,-0.1204,-0.0719,-0.8098,-0.1823,-0.4957,0.0825,-0.1176,0.2522,0.1194,-0.9154,1.1841,-0.522,-1.5304,-1.1471,-0.7319,-0.2638,1.1174,-0.5007,-0.7865,0.6364,-0.5816,0.3954,-0.4753,-0.3165,-0.0091,0.0541,-0.3061,0.2603,0.1212,-0.0304,0.1521,-0.9799,-0.1926,-0.418,-0.3693,0.1782,-0.0558,-1.1101,0.9969,0.2343,-1.1424,-0.1447,-0.4255,-0.206,-0.2764,-0.2887,-0.199,0.5394,-1.1368,-0.5445,-0.5437,-0.5145,-1.2333,-0.6712,-0.7351,ALL
0.1409,-0.7561,1.1213,1.5891,-0.5281,0.0136,-1.3962,0.1002,-0.1864,-0.6504,0.1834,-1.1934,0.1788,1.4208,0.3882,-0.933,-0.8223,-0.4494,0.8036,-0.1373,-1.4141,-0.5524,-0.9947,0.7954,-0.5082,-1.2731,-1.0534,-0.8805,-0.4078,-0.2956,-0.9819,-0.7165,-0.5088,-0.4412,0.59,-0.5838,-1.2278,-1.2054,2.414,-0.3927,-0.5367,0.8414,-1.1731,-0.228,0.0532,0.0712,-0.1232,-0.0455,-0.4552,-0.9596,-0.2432,-0.7781,0.5046,-0.4068,-0.4471,-1.108,-1.2504,-0.0108,0.3063,-0.3772,-0.7941,-0.546,0.1036,-0.2768,-0.6427,-0.9681,-0.985,-0.5939,0.3773,-0.2673,0.6626,-0.1593,-0.0251,-0.4118,0.0922,-1.1848,-0.3346,-0.8868,-0.1008,-0.9531,-0.317,-0.4947,0.027,0.3946,-0.9133,-0.2284,0.7517,-0.6232,-0.519,-0.4501,-0.1329,-1.1395,0.2106,-0.5864,2.2185,0.0088,-0.0345,-0.6278,-1.0474,-1.1926,ALL
-0.9152,0.9864,2.2639,0.9695,0.5448,-2.5741,-0.4356,1.9911,-0.2097,-0.5082,0.5813,-1.343,-0.1467,-2.3427,-0.8184,-1.0435,1.1431,-0.3247,0.0034,0.1534,1.1752,0.7967,2.7294,-0.0311,-1.2648,-0.5917,-0.4372,-0.6696,-0.4161,-0.4982,-0.9756,0.8862,-0.0942,0.3077,1.2092,0.1783,-0.0382,0.1991,0.9345,-0.0856,-1.557,0.8225,-0.7573,-0.7768,-0.086,0.0,-0.4632,0.5044,-0.1346,0.4984,0.3173,-0.4752,0.6682,-0.3812,-1.0289,-0.4058,1.1442,0.6704,2.6105,0.038,1.3894,-0.6178,-0.9467,-0.3334,-0.125,-0.7485,-0.2502,-0.2217,-0.0968,-0.2197,0.6783,1.1045,-0.4605,-0.0712,0.0175,0.9593,0.449,-0.5964,0.1177,1.5167,0.0616,-0.9826,-0.1347,1.2574,0.5584,-0.7855,0.2537,0.2818,-0.0137,-0.2557,-0.3487,0.693,0.5394,-0.3112,0.6155,0.3292,0.9256,0.7579,0.2356,-0.3406,ALL
-0.896,-1.0657,-0.9866,1.3031,-0.1609,-1.0306,-1.1307,0.5853,0.6939,-0.3676,-1.5406,-1.3591,-0.6675,-0.3324,-1.4379,-1.284,-1.5481,-0.9169,0.5464,-0.6146,-1.8902,-1.1751,-0.1194,0.9412,-0.5664,-0.9962,-0.5715,-0.8304,-0.3063,1.0791,-1.3367,-1.7277,0.8004,-1.3235,1.4016,-0.941,-0.612,-0.3204,0.4302,-0.5462,0.3941,-0.4106,-0.4369,-0.5394,-0.3346,-1.2532,-1.1529,-0.8471,-0.9532,0.1273,-0.6897,-0.9668,-0.29,-0.4823,-1.0963,-0.9406,-0.2377,-0.8063,0.5547,-1.225,1.0463,-0.2348,-0.141,-0.2808,-1.6294,0.2263,-0.6191,0.7383,-0.8252,-0.094,-0.3973,-0.7422,-0.2708,0.0891,0.2255,-0.2515,-0.1348,-1.003,0.6393,1.1575,0.7389,-0.951,-1.3131,0.8667,-0.5279,-0.4262,0.1873,-0.3684,-0.3043,-0.2659,-1.0318,-1.2461,-0.3688,0.0345,-0.1227,-0.2343,-0.5858,-0.6726,-1.2983,-0.807,ALL
-1.5296,1.728,0.1166,-0.7464,-0.1321,0.3314,-0.1134,-0.6127,-0.9326,-0.2589,0.4929,0.7258,0.2248,-1.0804,0.2968,-0.3596,0.2461,0.0426,-0.4138,0.307,0.5905,-0.5228,0.5556,0.069,0.8885,0.8493,0.1474,-0.4244,-0.1571,-1.4388,0.2701,2.4316,-0.3342,-0.9644,-0.9634,0.0354,-0.6906,0.0837,-0.0238,-1.3359,1.0922,-0.1579,0.1194,-0.4745,2.261,0.1369,0.1046,0.9891,-0.2642,1.0816,-0.305,1.4715,0.0772,-0.1167,-0.3194,-0.595,0.6353,0.618,-0.7243,-0.5718,-1.3555,-0.1152,-1.0762,-0.3051,0.1004,0.402,2.1324,-0.4161,0.4582,1.214,1.063,1.0022,-0.3996,0.041,0.3055,-0.201,-0.1963,0.1733,0.1987,0.2706,1.0229,-0.7837,0.8855,1.3062,1.3994,1.7997,-0.5763,-0.3786,-1.0779,0.5479,1.0894,0.1888,0.8056,-0.4968,1.0374,0.1856,-0.6572,-0.0871,0.6215,1.08,AML
-1.3952,0.4464,0.4909,-0.3115,0.912,0.4222,-0.5937,1.6941,1.2419,-1.1235,0.2276,-0.6595,0.2037,-0.9402,-0.5971,-0.6199,1.4857,-0.6603,-1.5341,1.1683,-0.0109,1.3008,0.5098,-0.0883,-0.0926,-0.4781,0.2106,-0.5852,-0.0992,0.0228,-0.5907,-0.8596,-1.1852,-1.5492,-0.8199,-0.6076,-0.2831,-1.4363,0.447,2.2177,-1.1274,0.272,2.1143,-0.6676,1.3759,0.2628,0.5152,0.6908,-1.0214,0.6044,-0.2147,0.4286,0.6366,-0.2251,-0.6458,-0.5004,-0.542,-0.6777,-0.3121,-0.6021,0.3913,0.2079,-0.8892,-0.2647,-0.2468,0.9816,-0.2379,-0.6759,-0.9755,1.1019,-1.5082,0.6684,-0.3864,-0.1353,-0.7371,0.2782,0.3492,-1.0407,-1.4753,0.192,0.5204,-0.7268,0.2283,0.3295,0.9526,0.1558,-0.9581,-0.6169,-0.1568,-0.2923,-0.9239,0.6058,1.4632,0.1561,0.8686,0.2408,-0.7545,-0.2972,-0.0924,-0.278,AML
-1.6832,0.1296,-0.5926,0.0698,-0.2401,-0.3723,1.3394,-1.8799,0.2858,1.7338,-1.3785,0.3364,-0.0548,-0.7064,-0.0071,0.3998,0.7354,2.3024,-0.3395,-0.3238,-0.5705,0.3668,-0.251,0.5008,0.2566,-0.0664,-0.1212,1.455,2.7995,-0.0351,0.212,1.2868,-0.0287,-0.7285,-0.9144,0.7976,-0.9501,-0.6667,0.7832,-0.9191,-0.3398,-1.968,0.3048,0.5176,-0.5633,0.6404,0.0532,0.1502,1.3594,0.3791,-0.8247,0.6472,0.694,3.3359,0.2731,0.3618,0.4657,-0.2442,-0.9145,0.2932,1.8885,1.7037,-0.3712,-0.4224,1.2089,0.7708,-0.3732,-0.4801,1.5334,-0.1926,0.6351,0.6595,1.8114,0.4137,1.2282,0.2782,-0.7571,1.2654,2.9055,0.7646,-1.9846,0.3089,-0.2912,-0.7449,-0.3089,2.5273,-1.34,1.411,3.0315,1.5474,-1.7089,-0.7419,-0.588,3.6441,-0.9242,-0.4774,-0.2031,3.3516,-1.1922,-0.7048,AML
0.3521,-0.1513,-0.1986,-0.7703,-0.4777,0.9443,0.8949,0.0408,-0.1689,0.2317,-0.5681,0.3129,-0.5526,-0.309,0.2437,0.4845,2.2686,1.0987,-0.4367,0.2686,1.5177,-0.8193,-0.1652,-0.6688,0.0238,-0.5136,0.1711,0.7301,1.2867,-0.9034,0.0784,0.8766,-0.4215,-0.4002,-0.1132,0.2498,-0.9446,1.469,-0.0742,-0.6339,-0.3577,0.6679,-0.3021,-0.1503,-0.086,0.6623,-0.0109,-0.6607,0.377,-0.1511,-0.8872,0.8657,1.9046,0.7679,0.6172,1.6534,-0.1628,0.5894,-0.7771,0.6435,-1.3867,-1.2959,2.2761,-0.471,0.1004,-1.1261,0.1003,-0.0108,4.528,-0.7294,-0.7506,0.9666,-0.5207,-0.6763,-1.2677,-0.983,-1.1412,-1.3166,-0.915,-0.4592,-0.7394,0.3263,1.7852,-1.2496,0.3131,0.8425,-0.8087,1.7482,-1.0198,2.0931,-0.4805,0.8094,-0.7289,1.0649,0.953,0.3624,-0.5728,1.3928,0.2838,-0.2521,AML
0.0833,0.2736,0.9834,-0.3294,0.0408,1.5118,2.0226,-0.3058,-1.1833,1.5948,0.4044,0.0313,-1.0063,0.5559,0.6154,-0.0979,2.4888,0.1463,1.1122,-1.4265,-0.3617,-0.5969,0.2409,-2.0101,0.639,-1.0743,0.3449,-0.3243,0.2039,-1.2073,0.4836,0.4187,4.4443,0.7898,0.7579,-0.1789,-0.5736,1.9885,0.1612,-1.0507,-1.02,1.2713,0.1138,-0.6588,1.2764,-0.8811,1.2337,-0.2972,0.0632,-1.2115,-0.8023,0.1505,0.5276,-0.5445,-0.4826,-0.2821,0.9845,0.8276,-0.7613,0.0596,0.7032,-0.2229,2.6358,-0.2566,0.5328,-0.6958,0.709,-0.4657,0.4235,-0.6071,-0.676,-1.3386,-0.4779,-0.9207,-1.2317,1.7665,-0.8185,-0.7067,-0.4603,0.1022,0.3238,-0.3368,2.1689,-0.81,-0.414,0.4992,1.2829,-0.319,-1.2031,-0.3093,-0.8999,0.1791,0.3985,-0.2792,0.6366,0.937,-0.7545,0.5045,1.345,0.2365,AML
0.7937,0.36,-0.4547,-0.7822,-0.4633,-0.3723,2.0644,0.4269,-0.4896,0.3244,1.3033,1.9036,0.175,-0.8467,0.2968,0.5163,0.8577,2.6644,0.5121,-0.1977,0.2982,-0.7303,-0.0622,-1.1693,-0.1092,-0.9891,-0.2476,-0.3322,-0.373,-0.5995,0.1491,-0.0392,0.1676,0.3384,-0.3406,0.4879,-0.5682,-1.1477,0.8505,-0.3488,0.6089,0.3625,-0.9202,0.2642,-1.1203,2.6982,0.3419,0.1875,0.6226,-0.2306,-0.4631,0.374,0.8977,-0.2089,0.4221,0.3291,0.0217,0.3179,-1.0044,1.2923,0.1417,2.5374,-0.141,0.0428,0.5572,-1.0647,1.2839,0.0925,0.886,0.0894,-0.1539,-0.1103,-0.1889,-0.1954,-0.9411,-1.1344,-0.3422,0.911,0.7168,0.1471,-0.9797,-0.8879,0.3831,1.8271,0.1204,0.9562,0.6853,1.5479,0.2546,0.1093,-1.3493,0.3634,-0.4627,4.0985,-0.418,0.4287,-0.4301,0.0983,0.4092,-0.6236,AML
-0.0128,-1.2601,-0.7108,-0.4783,-0.6865,-1.5527,-0.2715,-0.9988,-1.1483,-0.1598,-0.5239,-0.8355,-1.3893,-0.5194,-0.606,-0.464,-1.1159,-0.5795,0.2491,-0.28,-1.3055,0.1296,-1.5953,0.8326,-0.6579,-0.1658,-0.4135,-0.7803,0.2317,-0.9902,-0.5711,-1.8326,0.2113,-0.0822,0.2121,-1.1315,-0.8039,0.507,-1.3015,0.0461,-0.6978,-0.8405,-1.3136,-0.4791,-1.1302,-0.7771,-0.5659,-0.9123,-0.3802,-1.0524,-0.7555,-0.0928,0.6452,-0.1276,-0.5996,-0.0856,-1.6495,-0.9159,-0.4812,-1.2639,-1.0748,-0.0474,1.5855,-1.0333,0.143,-0.529,-0.4869,-0.5401,-1.0217,-1.1439,-1.1941,-1.3475,0.0237,-0.5881,-1.1571,-0.7308,-1.0797,-0.6806,0.1635,-1.7053,-0.2879,-0.1,-1.394,-0.1101,-0.5717,-0.7673,-1.257,-0.5129,-0.908,-0.3458,0.3404,0.693,0.3202,0.0345,-1.5148,-1.3393,-0.1966,-0.8904,-0.8931,-1.52,AML
-0.608,-0.2665,-0.5729,-0.5439,-1.5433,1.4664,1.3842,-0.5335,-0.7228,3.7282,-0.0376,1.3572,-0.7594,-0.5895,1.2261,2.4452,1.396,1.6294,-1.3912,0.6965,-0.0443,-0.5821,-0.7087,-0.3257,-0.2339,0.2885,-1.796,0.2477,3.9537,-0.3101,0.7985,0.2852,0.4076,0.0717,0.4291,0.5832,-0.8879,0.0067,0.1444,-0.6997,2.6852,-0.6595,0.6589,1.0019,-0.5037,-0.0492,-0.5466,-0.7166,0.4043,0.6839,-0.6327,0.6621,0.628,3.3899,-0.0817,1.2605,-1.5946,-0.1394,-1.4007,0.0077,-0.5445,0.2398,1.1539,-0.3132,-0.192,1.1484,-0.7359,-0.221,-0.3049,0.5651,1.2435,-1.4365,-0.5634,0.0009,0.1895,0.2026,-0.2731,-0.6283,0.7098,0.4278,-0.3607,1.2263,-0.09,-0.8914,-0.3001,0.7947,-0.2775,4.264,1.8644,-0.3218,-1.0737,0.5379,0.2888,-0.2664,-0.7133,0.4176,-0.508,1.1951,0.1391,-0.9538,AML
-0.6656,0.6264,-0.8093,-0.1328,0.0912,-0.0091,0.8323,1.7238,1.1661,0.7175,0.095,-0.3522,-0.2137,-0.3324,-0.3788,-0.3128,0.3276,0.1761,-0.6825,1.0805,-0.0443,-0.7155,-0.5542,0.6896,0.0238,-0.7549,-0.3898,-0.4113,-0.0802,-0.3535,0.2295,-0.5925,-0.0069,-0.6772,-1.0578,1.6073,-0.7436,0.3338,0.7496,-0.283,1.0564,-0.8518,-0.111,-0.2899,0.1228,-1.806,-0.8096,0.0197,0.6499,-1.1717,0.014,0.5925,-0.2499,0.0877,-0.4719,-0.3585,0.1165,0.7466,-0.6926,0.038,0.1105,0.7025,-1.1482,-0.8998,-0.4721,0.5337,1.2593,-0.4023,-0.8136,0.3476,-0.9665,1.1935,-0.272,-0.5641,-0.7971,-0.3272,-0.204,-0.8258,0.2622,-0.9419,0.1053,0.7873,0.7582,0.5574,-1.4915,0.9402,-0.7755,-0.1492,-0.7917,-0.1444,-1.2834,1.0227,-0.0243,0.3481,-0.4813,-0.4332,-0.5988,0.9664,-0.7098,-0.3718,AML
0.0065,-0.4825,0.2151,-0.9669,0.156,0.0136,0.5757,0.6744,-0.8044,0.5721,-0.5975,2.4081,-0.3573,-0.6597,-0.4407,-0.1872,0.8414,0.9774,-0.2767,0.4113,1.8183,0.3519,-0.4455,-0.8004,0.2234,-0.2297,0.2264,0.941,-0.3336,0.1241,0.921,1.2391,0.2986,-0.6669,-1.5756,0.9643,0.5629,1.1611,-0.4777,-0.4585,0.6984,-0.3238,-0.6336,-0.2449,-0.8716,0.6075,0.0565,0.7281,1.2912,0.2068,-0.5024,1.2034,0.0026,-0.228,0.1205,0.2563,1.4934,1.1897,-0.9251,0.9204,0.3913,0.0324,1.0388,-0.8553,6.861,0.1561,1.1394,0.1098,-0.328,0.4156,-0.0283,2.1548,-0.3635,0.053,-0.4931,0.9845,0.3184,0.0455,1.0657,0.5288,0.2728,0.2426,1.35,-1.038,-0.1424,1.7724,-0.3439,2.7989,-0.3893,0.0017,0.0348,-1.2946,-0.3218,2.0249,0.1093,-0.1459,-0.7156,-0.0299,1.7888,0.8787,AML
0.6401,1.4544,0.0181,-0.9311,-0.9673,-0.0091,2.9176,1.4565,1.8249,-0.0879,1.4064,0.3122,1.117,0.2754,-0.6001,0.5057,2.6193,3.536,1.3351,-0.9712,2.1692,0.604,1.1562,-1.6412,0.3813,-0.7549,0.0131,0.2319,-0.025,-2.1334,-0.0147,0.2661,-0.1597,0.0102,0.2471,2.7505,-1.3411,1.2766,0.447,-0.0417,1.0206,1.3467,-0.4426,-0.5375,-0.8617,1.4832,1.1471,-1.0708,2.6487,0.3791,-0.7433,1.8539,-0.815,0.3295,0.5853,0.0199,2.561,1.9376,-0.571,0.8771,-0.1078,0.2877,0.2331,-0.0543,0.0699,-0.9154,1.5421,-0.7462,-0.1777,0.1302,-1.1196,3.2762,-0.0215,-0.9568,-1.2117,0.3791,-1.026,1.1986,-1.8701,1.2922,-0.9579,0.4542,2.9017,1.2574,0.7774,1.7792,1.2995,-0.2138,3.2819,-0.28,-0.7561,0.5282,0.5394,3.5545,-0.2914,0.2961,-0.8323,0.968,1.5669,0.1932,AML
-0.9152,-0.6409,-1.1442,-0.7286,-0.8809,-0.4858,-0.5818,0.1794,-1.0842,-1.2673,-0.4502,-1.046,-0.5947,0.3922,-0.839,-0.5109,-1.1974,-0.5092,-0.4996,-0.3129,-0.7375,0.3519,-0.6572,0.8698,-0.317,-0.9466,-0.1212,-0.4297,3.8763,-0.4837,-1.3402,-1.4892,0.6695,-0.6772,0.1002,-0.7743,-1.3155,-0.7629,0.0435,-0.8752,-0.2861,-1.2628,-0.4707,1.1137,-0.5534,-0.6239,-1.2267,0.523,-1.2261,-0.509,-0.8017,-1.3095,0.9063,5.0851,-1.6497,-1.3772,-1.3152,0.2131,-0.8088,-0.4983,-0.3574,-0.5898,0.5927,-1.2154,-0.2894,-0.6343,-1.4492,-0.4643,-0.8945,-0.2945,-1.6141,-0.2305,3.5179,-0.0592,-0.4718,0.4044,1.0329,-0.8694,0.96,-0.5265,-1.6351,-0.0826,-0.6955,0.2318,-0.4665,0.7743,-0.5597,-0.4229,-0.908,-0.4827,-0.7262,0.6251,0.5707,0.3033,-0.6922,-0.2785,-0.482,0.4397,-0.7098,-1.5095,AML
-1.2416,-0.2233,0.5697,-0.8596,-0.3841,0.1271,1.0322,1.1001,-0.6878,-0.3868,-0.0671,1.3961,0.0046,-1.1272,1.586,0.2924,1.1187,3.5149,0.9636,-0.845,2.5534,3.2133,-0.1824,-1.3924,-1.032,0.0046,0.8505,-0.0897,-0.1006,0.2977,0.6011,1.1056,-0.0942,1.0566,-0.1447,2.2027,0.0093,-0.9553,3.1874,-0.5243,0.233,0.2984,1.0354,-0.1905,1.6842,1.0125,0.2393,0.7467,0.8068,3.1493,-0.5072,1.993,0.169,2.1051,0.9329,1.3114,0.1664,0.6514,-0.941,0.7257,-0.3574,2.6451,-1.1482,-0.3901,-0.1189,0.5864,0.5522,-0.5532,0.7819,0.6092,0.6194,0.2457,-0.8627,0.1332,0.2975,0.2278,-1.195,0.1326,1.3759,0.439,0.0034,0.77,0.1733,-2.731,-0.1599,0.6447,0.7019,0.4617,-0.7783,0.4543,-1.1096,-1.2558,-2.3103,0.2393,-0.9031,-1.0852,0.238,0.7687,-0.7195,0.6253,AML
0.6209,0.6264,-0.5335,-0.7524,-0.0169,-0.9852,0.5161,0.7338,-1.5623,1.0659,0.3455,-0.3618,-0.9393,-0.9869,-0.6266,-0.2023,-0.5695,0.8808,1.7638,-0.3184,0.34,0.3964,-1.4924,1.0614,0.1319,-0.3148,0.7636,-0.4693,-0.0334,0.5582,0.1176,-0.3063,0.0585,-0.4412,-0.9459,0.6785,-1.0834,-0.609,0.985,-0.8314,-0.8231,-0.1541,-0.9933,-0.9295,-0.6131,-0.4761,0.435,-0.4836,0.6772,0.1538,-0.7385,0.7713,-1.0933,0.4546,-0.0852,-0.4531,-0.4422,0.7133,-0.4336,-0.6973,0.3289,-0.4662,0.3769,-0.0907,-0.2407,-0.6783,1.8649,-0.1094,-0.883,0.5583,-1.202,0.4904,-0.3093,-0.4318,-1.2171,0.0512,-0.3192,-0.3611,0.7873,-0.5265,-0.6156,-0.13,0.6653,0.1178,1.3906,0.3923,-0.5597,-0.48,-0.8812,1.0069,-0.079,-0.645,0.5081,-0.0872,0.9108,-0.2564,-0.6766,-0.0438,1.1424,-0.5266,AML
0.8513,0.1728,-1.4594,-1.4078,-0.0313,1.9204,1.1933,0.5655,0.006,0.0623,0.1097,0.8974,-0.0452,0.2052,0.0785,-0.0056,-0.4716,0.8456,-1.7227,-0.5049,0.8327,-0.7896,-0.5313,-0.2627,-0.3835,-0.329,-0.5083,0.3901,1.2992,-0.8165,-0.4507,-0.001,0.6913,0.5641,0.1422,1.131,-0.813,1.8345,1.069,0.2215,1.2533,-0.2748,-0.0604,-0.6585,-0.1258,-1.3135,1.0701,-0.5861,0.2133,-0.5885,-0.7854,4.5803,-0.1867,0.4709,-0.0888,0.3,-0.1579,0.6752,-0.0848,0.4619,-1.5115,-1.1483,-0.6446,-0.564,-0.1493,0.1648,2.3107,-0.403,0.6547,-0.0771,-1.5867,0.9799,0.7191,-0.4118,-0.3904,-0.8821,-0.4575,-0.6109,0.1811,0.2594,-0.7976,-0.2579,-1.1291,-1.3147,-0.7469,1.1403,-1.7716,1.4516,-0.5503,-0.3055,-1.0018,-2.3514,-0.3688,0.2201,0.1515,-1.3946,-0.5664,-0.0747,1.4897,-1.0152,AML
0.4097,-0.2233,0.55,0.7907,0.192,-0.2134,0.0895,0.9219,-1.1192,1.2768,0.3013,-0.837,0.9025,1.3273,2.1465,-0.6062,1.029,-0.7025,1.5066,0.8885,-0.7626,0.0554,-0.4284,1.1672,0.639,0.0614,0.3133,0.1212,0.5439,1.166,-0.0084,-0.354,-1.2506,1.0258,-1.0123,-1.465,-0.9574,-0.3011,-1.3351,0.2873,0.1077,-0.7613,0.1194,-0.3656,0.282,0.0876,0.0276,0.2527,-0.1619,-0.7873,0.3946,-0.2964,0.1891,0.1076,-0.5287,-0.9661,0.0167,0.013,-0.6609,-0.6713,1.4206,1.8393,1.0388,-0.0624,0.9348,1.974,-0.158,-0.077,-2.282,1.3906,0.8274,0.5928,0.6252,-0.1233,-0.0278,-2.3956,0.618,-0.2798,0.1247,0.4951,-0.2733,4.722,-0.0125,-1.5263,0.6197,0.3332,0.2869,2.0283,-0.1657,0.9284,0.4183,0.1501,1.0248,-0.9256,-0.4602,-0.0907,0.225,0.1832,-1.0282,-0.9517,AML
0.4481,-0.3817,-1.2624,0.3856,-1.0897,0.8989,-1.2381,0.4071,-0.6353,-0.6856,-0.848,-1.3488,-0.1141,3.9687,0.1935,-1.4232,-0.9283,-1.0047,0.4778,-1.9641,-0.8545,-0.0928,-0.1881,0.4236,-0.7576,-0.2084,-0.9823,-0.3506,0.4369,-0.5561,-1.3598,0.8671,0.5167,-0.4002,-0.6695,-1.1554,-1.0067,-2.9178,0.1444,0.1557,-1.1274,-0.403,-0.0211,-1.236,0.0035,-0.799,-0.9604,-1.7232,-1.3011,0.114,-0.5689,-0.4702,1.021,-0.4332,-0.9225,-1.53,-0.9062,-1.4304,-1.1946,-0.7795,1.0151,1.0775,0.2474,-0.7663,-0.4843,1.1309,-0.4193,-0.0074,-2.0045,-1.2152,0.1326,-0.3017,-0.0131,-0.6642,-0.6864,1.1359,0.0035,-1.0611,-1.1088,-0.8072,-0.7394,-1.0537,-1.1291,-0.2566,-0.3351,-0.7468,-1.2404,-0.4838,-0.2104,0.6016,0.3884,-0.6935,-0.3375,-0.9512,-1.2617,-1.2178,-0.6312,-0.9645,-0.6616,-1.0956,AML
-0.6848,-0.0145,-2.464,-0.6273,-0.3913,-1.076,0.0745,-0.2167,-0.7169,-1.2849,-0.848,-0.3566,0.7264,1.2104,-0.8007,-1.3158,0.4173,-0.04,0.7007,-1.1577,1.8351,1.6862,1.6368,-1.2008,-1.1983,-0.4213,-1.1324,-0.1503,0.1927,-0.2956,-0.788,2.1931,0.5167,-1.4261,0.8314,-0.2265,-1.2315,-1.013,-0.1078,0.3312,-0.6978,0.4832,0.4622,-1.3218,0.1726,0.9688,-1.1657,-0.2506,0.2406,-1.4103,-0.4346,-0.3014,0.1317,0.2356,-1.2808,-1.1407,0.5406,0.861,-1.1682,-0.3123,-1.6986,1.5003,-2.2129,-1.3529,-0.7584,0.3844,0.3032,-0.6083,0.2963,-0.3522,-0.6328,1.8522,1.7687,0.0931,0.0375,1.4638,0.4337,0.7716,-1.7009,2.2802,0.1854,-0.5768,-1.3802,0.0365,-0.2475,0.4082,-0.8253,-0.2125,0.3619,0.4375,-0.5644,2.1474,-4.8156,0.0537,0.9319,1.2685,-0.6572,0.6498,-0.4879,-0.1078,AML
