531_at,35760_at,418_at,33337_at,34965_at,39310_at,38415_at,36028_at,33170_at,1434_at,38692_at,38559_at,38712_at,32816_at,34668_at,32318_s_at,40656_at,31633_g_at,37194_at,34862_at,34910_s_at,37541_at,955_at,34722_at,37490_at,39983_at,31535_i_at,40245_at,41084_at,38413_at,36964_at,33888_at,35739_at,1152_i_at,1308_g_at,32340_s_at,32954_at,34373_at,41222_at,41824_at,36115_at,36755_s_at,1929_at,32063_at,40447_at,34666_at,37446_at,36100_at,32725_at,41276_at,33386_at,32540_at,34225_at,36720_at,33294_at,31692_at,AFFX-M27830_M_at,36152_at,202_at,34033_s_at,33245_at,38626_at,39884_g_at,225_at,37930_at,1857_at,1000_at,35719_at,36143_at,35827_at,41469_at,41717_at,31744_at,39676_at,33414_at,33369_at,37409_at,41736_g_at,1076_at,914_g_at,34782_at,33404_at,32049_f_at,41710_at,1817_at,41798_at,37948_at,39586_at,37920_at,39954_r_at,41725_at,1389_at,34140_at,39130_at,37758_s_at,41579_s_at,38109_at,38788_at,39023_at,38526_at,class
-0.5557,-0.9516,-1.0471,-1.0964,-0.5857,-0.2329,-0.3033,-0.7649,-0.7135,-0.5516,-0.537,-0.8642,-0.539,-0.7461,-0.6687,-0.9653,-0.319,-0.6104,-0.3622,-0.5722,-0.59,-0.3119,-1.0026,-0.7194,-0.6594,-0.7765,-0.5908,-0.6944,-0.8448,-0.6699,-0.8021,-0.6329,-0.8213,-0.6338,-0.2391,-0.7898,-0.8124,-0.6716,-0.7552,-0.7445,-0.6529,-0.7207,-0.4743,-0.3258,-0.9317,-0.7828,-0.8509,-0.6288,-0.8355,-0.8931,-0.486,-0.6297,-1.1484,-0.8505,-0.8555,-0.403,-0.6372,-1.1161,-0.9453,-0.9631,-0.7388,-1.0664,-1.0567,-0.3412,-0.5612,-0.7306,-0.5557,-0.9271,-0.4106,-0.9384,-0.2751,-0.8719,-0.5468,-0.4378,-1.0621,-0.1653,-0.315,-0.8354,-0.8505,-0.9031,-0.8731,-0.4678,-0.2578,-0.8959,-0.9898,-0.4306,-0.3014,-0.4647,0.1638,-0.3422,-0.7662,-0.8178,-0.6598,-0.8719,-0.2165,-0.8062,-0.2037,-0.6567,-0.6647,-0.7998,after Th
2.555,1.0663,-0.4706,1.9945,0.5999,2.1203,0.2257,1.8425,1.8366,0.64,2.7693,-0.2489,4.0017,0.4391,0.8413,-0.4915,1.0933,0.545,0.767,0.103,5.1286,1.3469,0.2708,1.0004,0.2483,0.3001,-0.3413,2.5617,-0.0083,-0.2142,1.1773,0.0246,-0.1994,0.0335,1.0216,0.448,0.4233,2.3099,2.2943,2.0482,0.8712,0.1694,1.2776,-0.2183,1.172,1.6317,0.5391,-0.6148,-0.9475,0.7921,1.9326,0.4382,0.2611,1.0812,-0.5138,0.0286,1.1559,0.8738,1.1772,3.6852,-0.3528,2.1516,2.1347,1.3789,3.235,-0.7112,2.555,2.7537,-0.4918,-0.9382,1.3732,0.0738,-0.3405,-0.0773,1.1831,-0.7451,-0.6949,0.3747,1.0812,0.187,0.769,4.2949,4.3443,0.7458,0.2423,0.2327,-0.1247,-0.5146,-0.164,-0.3987,1.8106,-0.8204,0.6037,0.9653,2.3325,-1.1038,2.6274,2.7573,1.1159,0.6751,after Th
-0.638,-0.9236,-0.8885,-0.7908,-0.5987,-0.7029,-0.628,-0.5969,-0.7448,-0.8619,-0.6255,-0.8528,-0.6307,-0.9143,-0.7999,-0.9122,-0.8496,-0.7941,-0.294,-0.6975,-0.6121,-0.816,-0.8236,-0.7026,-0.8121,-0.6107,-0.8823,-0.5806,-0.1236,-0.6066,-0.8414,-0.83,-0.3911,-0.5784,-0.765,-0.8512,-0.8151,-0.9187,-0.8524,-0.8733,-0.8702,-0.7397,-0.765,-0.3398,-0.6337,-0.7143,-0.6473,-0.6118,-0.8398,-0.9243,-0.3269,-0.8355,-0.8439,-0.6389,-0.8041,-0.6979,-0.6692,-0.8613,-0.8299,-0.2973,-0.3296,-0.9007,-0.9883,-0.6563,-0.4347,-0.609,-0.638,-0.6452,-0.6387,-0.9883,-0.6651,-0.7348,-0.4915,-0.4529,-0.7931,-0.6237,-0.7713,-0.7383,-0.6389,-0.1416,-0.906,-0.5016,-0.556,0.0085,-0.9519,-0.8539,-0.8154,-0.5785,-0.741,-0.6994,-0.7749,-0.2431,-0.4373,-0.8202,-0.6346,-0.7835,-0.7702,-0.5492,-0.8814,-0.7753,after Th
-0.6122,-0.6973,-0.8471,-0.8234,-0.7484,-0.3925,-0.711,-0.574,-0.8735,-0.8626,-0.8434,-0.6328,-0.6802,-0.8312,-0.8019,-0.8989,-0.7313,-0.7742,-0.4916,-0.6874,-0.6615,-0.7693,-0.4446,-0.4071,-0.9412,-0.6993,-0.7179,-0.5254,-1.0046,-0.6177,-0.7238,-0.6357,-1.0052,-0.6331,-0.7631,-0.87,-0.8962,-0.4509,-0.9625,-0.7028,-0.9228,-0.6242,-0.6628,-0.3258,-0.9281,-0.8018,-0.0103,-0.7719,-0.8706,-0.9867,-0.674,-0.8667,-0.9427,-0.6528,-0.6853,-0.5208,-0.6781,-0.7456,-0.7317,-0.6621,-0.7638,-0.844,-0.9003,-0.6865,-0.6535,-0.7339,-0.6122,-0.7736,-0.6381,-0.8496,-0.7586,-0.853,-0.2165,-0.4792,-0.5924,-0.5728,-0.9294,-0.5162,-0.6528,-0.4774,-0.7252,-0.4832,-0.4259,-0.7157,-1.0178,-0.6907,-0.8057,-0.5573,-0.6946,-0.4923,-0.9442,-0.6128,-0.6295,-0.9409,-0.8094,-0.7625,-0.6693,-0.5879,-0.8263,-0.8296,after Th
-0.6343,-0.9299,-0.9646,-0.6966,-0.3872,-0.6512,-0.6137,-0.6535,-0.7577,-0.9111,-0.8382,-0.9013,-0.675,-0.9287,-0.7305,-0.963,-0.6112,-0.7921,-0.434,-0.71,-0.1301,-0.4537,-0.8735,-0.7882,-0.7731,-0.7772,-0.6388,-0.7806,-0.8413,-0.6438,-0.8508,-0.7779,-0.7697,-0.5644,-0.704,-0.8897,-0.9602,-0.9652,-0.8545,-1.0162,-0.7435,-0.6909,-0.499,-0.2916,-0.6393,-0.599,-0.4635,-0.4492,-0.8155,-0.9518,-0.4033,-0.7305,-0.9987,-0.7216,-0.8803,-0.706,-0.2521,-0.4879,-0.9132,0.1701,-0.3418,-0.6233,-0.9679,-0.719,-0.6557,-0.6909,-0.6343,-0.8376,-0.6054,-0.9337,-0.5385,-1.0398,-0.6278,-0.4082,-0.7822,-0.6377,-0.6055,-0.6342,-0.7216,-0.3622,-0.8077,-0.277,-0.5805,0.0492,-0.9868,-0.6439,-0.6339,-0.6476,-0.6897,-0.488,-0.8608,-0.3555,0.335,-0.8555,-0.5909,-0.8642,-0.8534,-0.764,-0.9279,-0.7631,after Th
-0.5733,-0.7221,-0.7618,-0.7692,-0.7316,-0.637,-0.6595,-0.9294,-0.7327,-0.3899,-0.7227,-0.8364,-0.6718,-1.0518,-0.2885,-1.0835,-0.4688,-0.9696,-0.4175,-0.5517,-0.7147,-0.7183,-0.6959,-0.8233,-0.8202,-0.9317,-0.8398,-0.2264,-0.9686,-0.5699,-0.5469,-0.7373,-0.6956,-0.1889,-0.781,-0.8322,-0.7268,-0.647,-1.0137,-0.8434,-0.7677,-0.5212,-0.5214,-0.2667,-0.4912,-0.825,-0.7317,-0.6604,-0.7462,-0.7194,-0.5569,-0.8123,-1.0141,-0.9442,-0.6721,-0.7986,-0.6741,-0.8268,-0.9762,-0.6197,-0.0252,-1.1574,-0.8851,-0.927,-0.6211,-0.5821,-0.5733,-0.6777,-0.5986,-0.5702,-0.7829,-0.9011,-0.5856,-0.1794,-0.5291,-0.824,-0.5843,-0.9002,-0.9442,-0.557,-0.8743,-0.0304,-0.4065,-0.4572,-0.7535,-0.7927,-0.2624,-0.5492,0.0347,-0.7757,-0.9306,-0.5701,-0.0305,-0.8338,-0.5243,-0.853,-0.8149,-0.7719,-0.7688,-0.7653,after Th
-0.1324,0.2923,1.8248,1.4998,3.0734,0.4052,-0.054,1.582,0.3028,0.4766,1.2238,0.6147,0.8611,1.3861,0.3279,0.7459,-0.6615,-0.4784,-0.1173,0.1012,0.6546,-0.3437,2.2375,-0.0343,0.7608,0.4905,1.0621,1.0967,2.7561,0.156,1.5063,0.9714,-0.0171,-0.5785,0.3358,0.4086,0.9711,0.0546,0.4165,0.3191,1.3187,0.0566,-0.5393,-0.2657,1.5192,-0.0207,-0.406,-0.4758,0.9447,0.1046,-0.7494,0.4262,0.13,-0.5289,-0.2638,0.5798,5.2244,0.841,0.5578,1.5855,0.5832,1.862,0.3274,1.241,0.625,1.869,-0.1324,0.8123,-0.2324,1.2458,0.0581,1.1371,-0.5626,-0.4814,0.8642,-0.1183,1.2452,5.323,-0.5289,1.0764,0.495,-0.4371,-0.3211,1.447,1.7362,0.1901,0.0516,-0.3306,0.304,0.2829,2.0365,2.1099,-0.5751,2.2401,-0.6883,1.0588,0.5727,0.1682,0.8569,0.1725,after Th
-0.7433,-1.0003,-0.5185,-0.7756,-0.7868,-0.6795,-0.6728,-0.3176,-0.9669,-0.8842,-0.6339,-0.7209,-0.9264,-0.7386,-0.8367,-0.8845,-0.4899,-0.7161,-0.3597,-0.622,-0.2172,-0.7268,-0.7162,-0.8237,-0.8624,-0.7453,-0.5775,-0.6191,-0.1453,-0.6658,-0.9074,-0.8184,-0.4953,-0.6465,-0.8285,-0.9839,-0.7021,-0.7865,-0.7895,-1.0532,-0.7912,-0.6949,-0.6381,-0.3412,-0.7472,-0.4612,-0.6707,-0.8443,-0.5062,-0.9248,-0.3192,-0.7404,-0.8706,-0.9146,-0.9106,-0.5086,-0.4474,-0.6936,-0.8808,-0.0794,-0.7571,-0.8187,-0.8898,-0.7259,-0.543,-0.642,-0.7433,-0.6878,-0.6457,-0.8736,-0.5675,-0.6442,-0.6361,-0.3928,-0.6971,-0.6559,-0.6463,-0.443,-0.9146,-0.4458,-0.9492,-0.3602,-0.616,-0.402,-1.0028,-0.7786,-0.9877,-0.5858,-0.307,-0.6154,-0.7226,-0.123,-0.6389,-0.6865,-0.5321,-0.8161,-0.8196,-0.8379,-0.9046,-0.8076,after Th
-0.5181,-1.0125,-0.682,-0.5721,-0.7198,-0.2526,-0.6609,-0.8622,-0.8715,-0.8435,-0.8908,-0.5704,-0.7045,-0.9281,-0.7609,-0.8871,-0.8675,-0.9805,-0.3174,-0.6668,-0.1191,-0.4319,-0.7852,-0.818,-0.8334,-0.9317,-0.5996,-0.7901,-0.5204,-0.592,-0.9806,-0.9247,-0.8065,-0.4233,-0.962,-0.8971,-0.9332,-0.9168,-1.0627,-0.8885,-1.1812,-0.5132,-0.7411,-0.3106,-0.6586,-0.5136,-0.5975,-0.7035,-0.6042,-0.9172,-0.5704,-0.7379,-0.6469,-0.8096,-0.8917,-0.5309,-0.5554,-0.9944,-0.4772,-0.4718,-0.4288,-0.9421,-0.7897,-0.6102,-0.3303,-0.4519,-0.5181,-0.6977,-0.5688,-1.0827,-0.7465,-0.6126,0.1286,-0.4969,-0.7234,-0.7386,-0.7694,-0.1822,-0.8096,-0.5486,-0.9041,-0.2955,-0.5988,-0.4872,-0.9504,-0.6945,-0.959,-0.4522,-0.7274,-0.6577,-0.9302,-0.3819,-0.584,-0.829,-0.5372,-1.0669,-0.764,-0.915,-0.792,-0.6133,after Th
-0.5311,-0.9099,-0.6967,-0.925,-0.5197,-0.4826,-0.7341,-0.5847,-0.8845,-0.9133,-0.9603,-0.8312,-0.8929,-1.0144,-0.9298,-0.9353,0.0564,-0.9304,-0.4708,-0.661,-0.4736,-0.6537,-0.6645,-0.6307,-0.7112,-0.8835,-0.71,-0.4761,-1.0245,-0.5854,-0.8468,-0.7577,-0.8592,-0.279,-0.7401,-0.9774,-1.0516,-0.4218,-0.9034,-0.9412,-0.9829,-0.5912,-0.7353,-0.3269,-0.7946,-0.3753,-0.6636,-0.3531,-0.7132,-0.8162,-0.6014,-0.65,-0.8097,-0.6684,-0.94,0.2628,-0.6349,-0.5582,-0.1936,-0.4915,-0.6649,-0.8043,-0.9764,-0.8196,-0.6632,-0.6354,-0.5311,-0.6307,-0.6588,-1.0313,-0.651,-0.7817,-0.5806,-0.3632,-0.8684,-0.7501,-0.7945,-0.407,-0.6684,-0.5549,-0.7784,-0.4515,-0.5558,-0.6865,-0.9449,-0.6457,-0.6954,-0.5817,-0.6341,-0.701,-0.8968,-0.5546,-0.3264,-0.9554,-0.8188,-0.8191,-0.6853,-0.7501,-0.9368,-0.8491,after Th
-0.3307,0.1712,-0.0834,0.3799,0.3722,-0.2829,0.0403,0.7642,0.5169,0.2745,1.0498,0.1939,0.5701,0.6458,0.7887,0.5793,1.0801,0.5324,1.8358,0.7418,2.0876,0.4076,0.7749,0.2011,1.15,0.4159,0.5639,1.086,0.546,-0.117,1.6075,0.7911,1.8921,0.0072,0.8582,0.2631,1.3709,0.6152,0.9665,0.1106,0.923,0.3195,-0.267,-0.2108,0.4009,1.0769,-0.0576,1.6912,0.4049,0.4451,1.4878,-0.1553,-0.1652,1.5638,0.5313,0.4419,4.0786,0.9913,2.0847,3.5186,0.5016,2.3039,0.6772,-0.4076,-0.2745,1.1209,-0.3307,0.7107,0.4348,0.8501,0.5356,0.7234,-0.4163,-0.0646,1.0542,0.8497,-0.2651,0.9907,1.5638,1.8277,0.1892,-0.234,0.4833,1.6859,1.2696,-0.3055,0.2672,-0.6411,-0.2837,2.0499,1.1287,0.7452,1.1325,1.2759,1.1393,0.3028,2.0955,-0.0715,0.2752,0.0517,after Th
-0.5588,-0.8485,-0.7599,-0.597,-0.6074,-0.0979,-0.6849,-0.7098,-0.9386,-0.8376,-0.8937,-0.943,-0.6849,-0.9151,-0.4821,-0.9373,-0.3493,-0.8214,-0.3845,-0.6845,-0.5137,-0.6578,-0.4952,-0.7169,-0.9291,-0.8189,-0.7305,-0.468,-0.6987,-0.5355,-1.0282,-0.7484,-0.9827,-0.1843,-0.8416,-0.9612,-0.9446,-0.7193,-0.977,-0.8869,-0.9917,-0.562,-0.6504,-0.3065,-0.7252,-0.4146,-0.326,-0.7652,-0.7343,-0.8919,-0.7284,-0.8208,-0.8218,-0.5237,-0.8719,0.491,-0.5383,-0.7546,-0.8771,-0.3776,-0.54,-0.7165,-0.854,-0.723,-0.6299,-0.5924,-0.5588,-0.7478,-0.6757,-0.8658,-0.5569,-0.7059,-0.6001,-0.409,-0.7594,-0.6882,-0.6729,-0.2474,-0.5237,-0.4533,-0.9355,-0.4307,-0.3935,-0.5945,-1.1092,-0.4816,-0.836,-0.5262,-0.6234,-0.6447,-1.0523,-0.4,-0.6253,-1.0601,-0.409,-1.0333,-0.7013,-0.8148,-0.8924,-0.8312,after Th
2.5023,0.1572,1.4863,2.8436,0.0953,-0.3276,0.0838,2.1993,0.7968,0.3462,2.114,0.1086,0.6311,0.9645,0.9424,-0.3464,-0.804,1.6194,-0.2666,-0.5891,-0.3984,-0.7544,0.6445,-0.6683,0.2865,1.8915,-0.4498,0.2433,0.3302,4.8018,-0.7685,1.3434,0.3907,0.4417,-0.3511,2.3529,-0.2774,-0.8678,3.7233,0.7195,-0.0429,0.6204,1.2899,-0.245,-0.7725,1.4642,0.2556,0.1416,-0.3514,1.1791,0.569,-0.0925,-0.1733,0.3901,0.0472,0.6859,-0.5241,0.4769,1.2111,-0.4647,-0.325,-0.3112,1.625,-0.1394,-0.2397,-0.6773,2.5023,0.1563,0.2311,0.5611,1.1229,1.2174,-0.4398,0.1944,1.1394,0.0253,1.1771,1.0596,0.3901,-0.2172,0.6531,-0.1488,-0.2711,-0.8479,1.4276,0.3422,0.589,-0.391,0.5077,2.7825,0.123,-0.7486,0.8179,0.376,-0.3749,1.0272,0.0988,0.9945,1.7236,0.7296,after Th
-0.6691,-1.0243,-0.538,-0.9574,-0.7353,-0.4011,-0.7356,-0.0188,-0.8635,-0.7441,-0.6741,-0.7427,-0.5118,-0.9279,-0.8736,-0.8381,-0.2819,-0.9489,-0.3331,-0.746,-0.1938,-0.3726,-0.8167,0.0072,-0.6501,-0.4601,-0.533,-0.5126,-0.8489,-0.6178,-1.1245,-0.6531,-0.8994,-0.1949,-0.7852,-0.9539,-0.9711,-0.5652,-0.904,-0.9628,-1.0266,-0.8014,-0.3052,-0.2494,-0.7001,-0.5106,-0.6503,-0.6144,-0.8298,-0.9286,-0.7818,-0.6322,-0.7354,-0.6675,-1.1014,-0.7018,-0.3346,-0.7637,-0.8552,-0.2102,-0.4981,-0.7561,-1.0877,-0.514,-0.5645,-0.5928,-0.6691,-0.71,-0.8253,-0.8163,-0.4701,-0.6677,-0.0589,-0.3374,-0.9491,-0.6241,-0.3742,0.0005,-0.6675,-0.6368,-0.9671,-0.2124,-0.609,-0.4805,-1.0613,-0.8088,-0.9971,-0.3976,-0.6384,-0.1993,-0.9065,-0.6001,-0.4986,-1.2175,-0.6689,-0.8506,-1.0193,-0.8953,-0.8824,-0.4653,after Th
1.3703,0.6638,1.9622,1.7403,5.0087,-0.51,0.1797,1.3175,1.3321,0.697,1.1251,-0.48,1.9307,0.3829,0.0489,0.9706,-0.138,0.2415,0.1273,4.4809,2.1913,1.7472,1.0923,-0.7418,0.4156,1.4608,0.4045,1.3555,0.5348,0.1632,1.2122,0.3593,2.611,-0.1641,1.1343,0.5752,0.8958,2.3114,0.9416,0.9121,0.8176,-0.7534,-0.6231,5.7559,0.8628,-0.5674,0.7522,0.6738,0.4232,0.3769,-0.8195,0.3221,1.5497,1.4336,2.3017,2.2972,-0.5465,0.8777,0.344,0.2602,1.1706,1.5088,-0.9025,0.1457,-0.5548,3.0955,1.3703,1.1408,1.2825,0.8379,-0.4964,-0.3842,0.7933,-0.4571,0.9382,0.8624,-0.7239,0.3977,1.4336,-0.358,2.9889,0.0758,-0.5376,2.2362,1.7197,-0.796,-0.0896,0.2788,3.5311,1.2686,0.9555,-0.2017,-0.3799,1.3165,0.1048,0.1233,-0.1267,2.0678,0.6085,1.1526,after Th
-0.7149,-0.772,-0.6188,-0.8529,-0.8691,-0.655,-0.5502,-0.7718,-0.7159,-0.8791,-0.7445,-0.6596,-0.7564,-0.9046,-0.7249,-0.8212,-0.6488,-0.6829,-0.2108,-0.7262,-0.5279,-0.8003,-0.6275,-0.6611,-0.8504,-0.7494,-0.7626,-0.5994,-0.7117,-0.5477,-0.6064,-0.8225,-0.4555,-0.6391,-0.8408,-0.6792,-0.7301,-0.8884,-0.7263,-0.9991,-0.8122,-0.7262,-0.6931,-0.3006,-0.7105,-0.7938,-0.9273,0.1504,-0.6678,-0.9316,-0.3655,-0.7644,-0.8385,-0.8542,-0.4917,-0.7301,-0.6277,-0.7468,-0.7646,-0.1054,-0.2693,-0.9275,-0.9314,-0.757,-0.5728,-0.6904,-0.7149,-0.6987,-0.6073,-0.8027,-0.6735,-0.5967,-0.5963,-0.5175,-0.5797,-0.6691,-0.6839,-0.7095,-0.8542,-0.2927,-0.8868,-0.326,-0.6018,-0.3452,-0.804,-0.9482,-0.6301,-0.6477,-0.4824,-0.6534,-1.0616,-0.3174,-0.3968,-0.8492,-0.8329,-0.7289,-0.7107,-0.6994,-0.9767,-0.7389,after Th
1.3779,1.3657,-0.0709,1.3084,0.2738,2.1779,-0.0907,-0.8498,-0.4293,0.5116,0.7729,1.3426,0.3812,1.0852,-0.0428,-0.0162,0.0886,-0.1424,0.0603,1.1221,-0.2473,-0.4615,-0.1456,0.7478,0.5698,0.5693,-0.6778,-0.4153,0.4859,3.2025,1.1308,1.1514,-0.7671,-0.5302,0.2913,0.8447,0.4381,-0.902,2.1641,-0.0693,1.4174,0.0317,1.2393,-0.1759,1.2502,1.2069,-0.4781,-0.5926,-0.472,-0.4256,0.2782,2.3996,1.2566,0.505,1.9096,1.5662,-0.1353,-0.0657,0.3531,-0.3782,3.8805,1.2013,0.2828,0.742,0.3134,1.465,1.3779,0.952,0.6531,0.4908,1.6371,1.8436,5.5405,-0.4393,0.9931,2.6998,1.5792,0.6477,0.505,-0.1265,1.4843,3.3573,-0.2531,-0.8451,0.1726,1.7148,3.605,0.0615,0.0217,-0.5006,0.4961,-0.8692,-0.1459,0.2171,-0.5297,1.4076,0.574,-0.1814,2.9274,4.0237,after Th
-0.7234,-0.8311,-0.895,-0.5676,-0.4691,-0.605,-0.435,-0.5676,-0.8274,-0.9792,-0.9022,-0.7864,-0.8113,-0.7523,-0.8144,-0.8305,-0.2999,-0.8087,-0.4774,-0.7884,-0.2935,0.0061,-0.838,-0.669,-0.7438,-0.8202,-0.8812,-0.4272,-0.9216,-0.5792,-0.6777,-0.6887,-0.9536,-0.5754,-0.916,-0.6984,-0.9209,-0.7168,-0.4618,-0.8959,-0.838,-0.6341,-0.3975,-0.3247,-0.9091,-0.8567,-0.785,-0.5966,-0.7402,-0.8082,-0.842,-0.8382,-0.7875,-0.4772,-0.8137,-0.3874,-0.4838,-0.7755,-0.8903,-0.9708,-0.2873,-0.7884,-0.8286,-0.6989,-0.6382,-0.8315,-0.7234,-1.1102,-0.4481,-1.0479,-0.7391,-0.5649,-0.2412,-0.3674,-0.7533,-0.5779,-0.9269,-0.8623,-0.4772,-0.9041,-0.7327,-0.311,-0.4881,-0.9098,-0.8636,-0.7781,-0.7234,-0.5571,-0.6875,-0.6831,-0.857,-0.8823,-0.6025,-0.7606,-0.494,-0.9619,-0.3998,-0.934,-0.9252,-0.6257,after Th
-0.1139,0.7611,0.5759,1.5269,-0.3344,-0.0312,0.0792,0.7274,0.9062,-0.1622,1.9291,0.4129,0.2432,0.9662,1.2824,1.9124,0.1747,1.1111,-0.3301,0.554,0.4301,-0.6924,1.9835,0.4573,0.4837,0.6865,-0.3296,0.0374,0.5796,1.1604,0.7006,0.724,0.4109,-0.5731,0.3327,2.6485,2.1705,0.3378,0.8657,1.4655,0.9307,0.0718,-0.2168,-0.3069,1.5449,0.3215,-0.1963,1.8782,1.3651,-0.1444,0.083,0.1744,0.7665,0.582,2.1483,-0.5787,-0.5103,0.5317,0.9584,1.0934,-0.5269,1.232,1.1051,0.4854,-0.4546,-0.4671,-0.1139,0.8002,0.4263,1.1315,0.0927,0.658,0.2447,-0.1305,1.1946,0.8304,-0.3155,-0.0972,0.582,0.5618,0.4623,-0.4042,-0.086,-0.5313,1.634,0.3983,0.7644,-0.345,0.2695,0.0471,0.2694,1.6066,-0.6304,0.6973,1.1796,1.2235,0.4757,-0.6396,0.4683,-0.1632,after Th
-0.546,-0.7166,-1.0134,-0.7813,-0.7236,-0.427,-0.6199,-0.8529,-0.7074,-0.7961,-0.7013,-0.9788,-0.7486,-0.8519,-1.0011,-0.9959,-0.7157,-0.7744,-0.0986,-0.5508,-0.607,-0.8029,-1.0136,-0.6038,-0.7648,-0.8217,-0.7927,-0.8051,-1.0638,-0.2186,-0.8852,-0.9121,-0.7774,-0.2547,-0.7373,-0.7704,-0.7304,-0.5112,-0.5022,-0.7512,-0.9704,-0.6371,-0.4119,-0.34,-0.5174,-0.7272,-0.913,-0.3275,-0.7708,-0.7372,-0.604,-0.6974,-0.8968,-0.9496,-0.8239,-0.8524,-0.6305,-0.7564,-0.9035,-0.6264,-0.6934,-0.5118,-0.5615,-0.4301,-0.6227,-0.6554,-0.546,-0.7449,-0.5783,-0.9509,-0.4239,-1.0594,-0.237,-0.5106,-0.7468,-0.5906,-0.7659,-0.6855,-0.9496,-0.7456,-0.418,-0.1786,-0.0069,-0.7279,-0.951,-0.5641,-0.7621,-0.6225,-0.6274,-0.8307,-0.9256,-0.8603,-0.3609,-0.6667,-0.5047,-0.8249,-0.7119,-0.7233,-0.6242,-0.5092,after Th
2.2385,0.1462,0.907,0.1236,0.7463,0.9044,-0.0884,1.9922,0.617,2.2171,0.6673,0.9894,0.4874,1.0223,0.728,1.5857,-0.5526,-0.1792,-0.1151,-0.7967,2.5994,-0.5405,1.2546,1.7446,0.3244,-0.787,0.9291,-0.7329,1.9791,0.0454,0.4878,-0.9086,0.3369,-0.3425,1.569,0.7297,1.54,1.5067,1.0545,0.012,0.5429,-0.0014,0.6247,-0.211,-0.6517,0.9964,-0.1847,-0.7072,0.264,0.634,0.1424,0.4114,-0.2655,-0.4339,0.8198,0.3676,0.2162,1.2389,0.7128,1.7787,2.0505,1.4549,0.4548,2.4692,-0.5424,0.6972,2.2385,1.5781,1.0248,1.8917,1.2596,1.4167,0.8494,0.2742,1.1107,1.4142,-0.8787,1.6573,-0.4339,0.0205,0.6555,-0.4011,-0.5108,-0.3718,0.985,1.5467,1.7229,-0.4238,-0.452,1.4759,1.706,1.397,1.5316,1.4042,-0.0236,0.856,1.1233,0.9259,1.3529,0.7928,after Th
-0.7816,-0.9864,-0.6175,-0.7694,-0.7671,-0.3862,-0.4439,-1.0145,-0.494,-0.6628,-0.522,-0.856,-0.5774,-0.8262,-0.894,-1.1797,-0.5668,-0.2795,-0.343,-0.6306,-0.2258,-0.3154,-1.0483,-0.5822,-1.0342,-0.6571,-0.4453,-0.2179,-0.5777,-0.6137,-0.7904,-0.5359,-0.8653,-0.4735,-0.793,-1.0302,-0.4816,-0.701,-0.7134,-0.8335,-0.9884,-0.6376,-0.6228,-0.2694,-0.797,-0.8372,-0.599,-0.8525,-1.0317,-0.6137,-0.8229,-0.7676,-1.1128,-0.5407,-0.6526,-0.4316,-0.4986,-0.9941,-0.7018,-0.9603,-0.1312,-0.8165,-0.8028,-0.1196,-0.2047,-0.7498,-0.7816,-0.9694,-0.1828,-0.7471,-0.1291,-0.8553,-0.519,-0.0892,-1.1934,-0.3289,0.0409,-0.8577,-0.5407,-0.804,-0.5427,-0.4253,-0.5848,-0.6843,-1.0593,-0.6761,-0.9625,-0.1799,-0.2546,-0.0174,-0.9054,-0.7711,-0.1964,-0.7418,-0.0385,-0.554,-0.6082,-0.8377,-0.4216,-0.2757,after Th
-0.6695,-0.8571,-0.4224,-0.7584,-0.8315,-0.4912,-0.1858,-0.9407,-0.8599,-0.9034,-0.7342,-0.8165,-0.773,-0.9199,-0.9521,-0.7794,-0.6654,-0.7844,-0.4705,-0.7085,-0.6419,-0.4296,-1.0332,-0.5868,-0.7646,-0.7775,-0.894,-0.5357,-0.4722,-0.4829,-0.9257,-0.7907,-0.9055,-0.6323,-0.635,-0.8415,-0.8701,-0.7633,-0.9003,-0.9931,-0.9484,-0.7878,-0.6098,-0.2995,-0.6563,-0.8045,-0.2704,-0.6764,-0.7844,-0.737,-0.7481,-0.7295,-0.9111,-0.6762,-0.9134,-0.668,-0.0707,-0.913,-0.8351,-1.0039,-0.7795,-0.7222,-0.9399,-0.9036,-0.6509,-0.7408,-0.6695,-0.8979,-0.4416,-0.771,-0.7678,-0.3721,-0.6226,-0.48,-0.8599,-0.2747,-0.6757,-0.8428,-0.6762,-0.8444,-0.4478,-0.4929,-0.5761,-0.8952,-1.024,-0.6523,-0.7492,-0.6278,-0.6617,-0.7371,-1.0374,-0.8801,-0.6736,-0.9215,-0.4005,-0.8544,-0.8171,-0.8242,-0.6854,-0.6621,after Th
