37780_at,1462_s_at,37985_at,34361_at,37277_at,32794_g_at,36029_at,38915_at,32287_s_at,36808_at,32249_at,33777_at,31900_at,36377_at,33238_at,1065_at,36490_s_at,35362_at,771_s_at,38319_at,1405_i_at,33145_at,36455_at,38819_at,41097_at,675_at,619_s_at,41198_at,37829_at,41049_at,36591_at,38533_s_at,35193_at,2059_s_at,1104_s_at,34990_at,40954_at,35792_at,1997_s_at,656_at,40463_at,40715_at,35994_at,34665_g_at,41685_at,41468_at,296_at,31742_at,35974_at,32649_at,577_at,38604_at,38051_at,35246_at,37889_at,35791_at,41504_s_at,40708_at,37419_g_at,36856_at,37401_g_at,1536_at,40775_at,36799_at,38803_at,32227_at,41745_at,40688_at,36392_at,33910_at,35862_at,1814_at,39261_at,38620_at,717_at,40377_at,1637_at,34730_g_at,37602_at,1737_s_at,1731_at,245_at,38884_at,35863_g_at,37918_at,36787_at,36874_at,37695_at,36906_at,35936_g_at,39576_at,32625_at,189_s_at,40749_at,33856_at,1426_at,40720_at,36108_at,37571_at,910_at,class
-0.34983,-0.70911,-0.79276,0.25604,-0.7668,0.11391,-0.26225,-0.54871,-0.45504,-0.1691,-0.03517,-0.32374,-0.65683,-0.71144,0.26131,-0.60025,-0.57317,-0.50151,-0.14132,0.03014,-0.6498,-0.83573,0.1047,-0.30933,-0.68882,-0.43444,-0.51289,-0.5427,-0.12881,0.09879,-0.8438,-0.44587,-0.16981,0.36886,-0.04632,-0.36536,-0.35756,-0.48999,-0.96879,-0.50858,-0.72166,-0.60755,-0.95552,-0.08109,-0.40872,-0.33915,-0.60718,-0.59989,-0.54121,0.33766,-0.6712,-0.52565,-0.33302,-0.64467,-0.43809,-0.7192,-0.2928,-0.37207,-0.66683,-0.3824,-0.11644,-0.38334,-0.31417,-0.68553,1.17562,-0.64323,-0.65898,-0.00341,-0.25297,-0.40018,-0.57124,-0.74009,-0.31853,-0.28368,-0.31415,-0.52167,-0.25299,0.24357,-0.02434,-0.78785,-0.42193,-0.16025,-0.28114,-0.79372,-0.76828,-0.19984,1.27856,-0.59333,-0.42504,-0.35,-0.38376,-0.64497,-0.56313,-0.42276,-0.51132,-0.29004,-0.28885,-0.53035,-0.28727,-0.77043,after Th
-0.33996,-0.18635,-0.70121,-0.28867,2.65557,-0.17158,1.92962,0.54414,-0.39179,-0.00357,-0.03469,-0.10771,1.71235,0.16173,-0.50396,3.8694,1.25733,1.28169,-0.10239,-0.36941,3.72536,0.44378,-0.33109,1.65037,-0.13895,0.26938,0.34514,3.64196,0.06099,4.34813,-0.1871,-0.19572,0.5702,-0.42413,-0.79618,6.1509,-0.35053,-0.16466,-0.97572,1.22129,-0.66307,0.69186,-0.29648,-0.47209,3.36819,-0.31595,-0.58283,0.54658,-0.45962,-0.11033,-0.29687,-0.55936,-0.14013,3.35118,2.02107,3.28792,6.47654,0.44811,0.14774,2.71427,-0.24881,-0.76972,-0.5231,0.94991,2.94959,1.76844,0.78197,-0.25135,-0.73213,2.70841,2.19679,1.34283,-0.98031,-0.77792,-0.45756,0.98705,0.87425,-0.49079,0.41047,3.57627,-0.30664,4.68832,-0.26447,-0.1527,3.272,2.05837,1.02078,1.40808,1.00528,1.5226,2.93842,1.89076,3.68827,-0.40708,2.09129,0.51925,1.34134,-0.46152,2.18967,0.64893,after Th
0.22097,-0.30735,-0.39015,-0.71981,-0.70078,-0.35004,-0.38694,-0.33365,-0.46716,-0.56519,-0.35093,-0.47975,-0.7109,-0.49607,-0.41651,-0.51177,-0.72359,0.56427,-0.31084,-0.38927,-0.58953,-0.11049,-0.2619,-0.41842,-0.01776,-0.47256,-0.49933,-0.37179,-0.36196,-0.69995,-0.51385,-0.27676,-0.35827,-0.4543,-0.58565,-0.47378,-0.38438,-0.39014,-0.13484,-0.64156,-0.67953,-0.64351,-0.51698,-0.5655,-0.43331,-0.3126,-0.6293,-0.64382,-0.53514,-0.41963,-0.20355,-0.18076,-0.33785,-0.18489,-0.64138,-0.30382,-0.43116,-0.69162,-0.77273,-0.38486,-0.56075,-0.30761,-0.48695,-0.66918,-0.64591,-0.16113,-0.45853,-0.4231,-0.58779,-0.23281,-0.62023,-0.58098,-0.65748,-0.76175,-0.46614,-0.63974,-0.4645,-0.43506,-0.31808,-0.48295,-0.39577,-0.60832,-0.40022,-0.69081,-0.75821,-0.50138,-0.48019,-0.5678,-0.47686,-0.65919,-0.44846,0.00784,-0.63039,-0.38898,-0.68352,-0.70276,-0.77558,-0.07801,-0.49271,-0.82638,after Th
-0.33317,-0.37441,-0.80173,-0.66438,-0.87964,-0.37277,-0.40317,-0.99552,-0.40262,-0.61725,-0.13303,-0.52186,-0.69323,-0.15754,-0.47287,0.00168,0.27961,-0.56045,-0.34681,-0.39964,-0.46278,-0.32177,-0.56295,-0.54366,-0.36538,-0.5275,-0.42707,-0.26824,-0.21973,-0.71164,-0.31416,-0.47183,-0.35958,-0.5291,-0.278,-0.42243,-0.37191,-0.47487,-0.85927,-0.49806,-0.58105,-0.28823,-0.36327,-0.5264,-0.53451,-0.34906,-0.71223,-0.61518,-0.38167,-0.48697,-0.63563,0.05758,-0.35644,-0.67926,-0.71748,-0.37252,-0.39484,-0.72912,-0.59112,-0.53578,-0.46346,-0.34661,-0.53858,-0.63514,-0.65434,-0.60539,-0.22204,-0.43681,-0.82617,-0.60102,-0.63835,-0.57757,-0.84476,-0.79635,-0.48657,-0.78755,-0.62909,-0.14316,-0.71897,0.1965,-0.44637,-0.81027,-0.39123,-0.71514,-0.48858,-0.60477,-0.49244,-0.4963,-0.29244,-0.46524,-0.39204,-0.10848,-0.52071,-0.34707,-0.69251,-0.72735,-0.80975,-0.52857,-0.56213,0.11937,after Th
-0.09539,-0.70489,-0.69937,-0.58487,-0.38207,-0.27519,-0.40267,-0.88908,0.00064,-0.41307,-0.33959,-0.37087,-0.69658,-0.59509,-0.38099,-0.37558,-0.93301,0.20929,-0.27485,-0.35702,0.10488,-0.39266,-0.40314,-0.70705,0.01766,-0.33281,-0.39694,-0.63636,-0.35153,-0.40012,-0.3785,-0.24788,-0.38848,-0.41147,-0.65558,-0.42844,-0.37006,-0.36353,-0.81391,-0.5802,-0.52512,-0.64339,-0.71532,-0.43249,-0.41874,-0.27692,-0.65435,-0.49238,-0.51458,-0.38813,-0.12446,-0.3147,-0.31001,-0.43957,-0.64715,-0.29008,-0.34685,-0.57704,-0.73255,-0.5685,-0.26834,-0.6757,-0.47217,-0.49829,-0.66266,-0.52991,-0.58392,-0.32915,-0.70413,-0.61417,-0.63877,-0.62892,-0.70871,-0.92796,-0.43751,-0.73716,-0.59745,-0.34158,-0.67756,-0.63426,-0.46543,-0.55885,-0.37247,-0.26482,-0.62197,-0.82211,-0.48836,-0.47934,-0.30091,-0.6738,-0.44044,-0.14405,-0.55084,-0.2835,-0.37254,-0.19865,-0.49421,-0.22258,-0.54719,-0.66246,after Th
-0.2999,-0.46138,-0.73593,-0.85664,-0.71398,-0.35611,-0.39526,-0.15267,-0.46804,-0.25118,-0.32193,-0.46816,-0.69582,-0.27314,-0.47547,-0.57772,-0.76732,0.11928,-0.31449,-0.3901,-0.69331,-0.78591,-0.33918,-0.85399,0.45924,-0.51634,-0.46459,-0.67964,-0.13738,-0.73957,-0.79004,-0.43967,-0.33668,-0.47035,-0.57212,-0.61287,-0.3449,-0.45204,-0.53461,-0.59005,-0.50685,-0.61861,-0.44599,-0.35128,-0.25708,-0.33181,-0.51354,-0.61688,-0.51034,-0.44761,-0.20458,-0.06056,-0.32962,-0.34206,-0.32596,-0.23336,-0.31867,-0.85674,-0.68494,-0.44208,-0.47395,0.07169,-0.23447,-0.64478,-0.73925,-0.46268,-0.45854,-0.42562,-0.17139,-0.21651,-0.44128,-0.61718,-0.59239,-0.74317,-0.49544,-0.86183,-0.60347,-0.56062,-0.32799,-0.5398,-0.44483,-0.64063,-0.33294,-0.42558,-0.87619,-0.76932,-0.46811,-0.56759,-0.19764,-0.80066,-0.30912,-0.14396,-0.76899,-0.42368,-0.72702,-0.78075,-0.88296,0.22704,-0.55003,-0.62877,after Th
-0.34414,2.54951,2.55973,0.25933,2.28884,-0.23583,-0.29696,1.12469,0.10391,0.71973,-0.17442,-0.21715,0.83212,-0.21266,0.16154,-0.29579,1.73372,-0.49531,-0.23545,-0.27393,0.94771,3.89192,-0.33982,0.71814,1.01873,0.25069,0.04274,0.12704,-0.14322,-0.48487,2.50919,-0.35874,-0.27268,0.0678,-0.01046,0.11099,0.08425,-0.31479,3.73529,0.9862,1.47221,-0.13055,1.68004,0.84762,1.59159,-0.21473,-0.72798,-0.03709,0.12482,-0.15803,1.9931,-0.48886,-0.24369,-0.40933,0.16568,0.84759,-0.40475,1.14962,0.49199,0.47693,1.07636,0.1792,-0.31781,0.96647,-0.5384,-0.22927,1.96116,-0.11076,0.79918,-0.56331,1.45863,0.72905,1.54597,0.84547,-0.34945,0.95968,-0.04464,-0.21063,-0.24412,0.3556,-0.32019,-0.12085,0.09575,1.34857,-0.16307,0.58258,0.56381,-0.07911,-0.3693,1.62441,-0.2355,0.19159,1.076,0.37276,0.10332,0.00253,0.00931,1.55328,-0.46849,3.85504,after Th
-0.25161,0.16004,0.1014,-0.74142,-0.38527,-0.35253,-0.35523,-0.59928,-0.33375,-0.78008,-0.33374,-0.5174,-0.14383,-0.30851,-0.44145,-0.5761,-0.64675,0.05534,-0.32391,-0.40473,-0.65705,0.00518,-0.50725,-0.44073,0.04398,-0.48865,-0.28383,-0.59383,-0.32519,-0.75032,-0.40529,-0.37196,-0.38234,-0.44734,-0.46072,-0.51578,-0.36287,-0.47711,0.13619,-0.34964,-0.61188,-0.49461,-0.4092,-0.60059,-0.56662,-0.33605,-0.71125,-0.59164,-0.51567,-0.44493,0.26475,-0.26215,-0.34159,-0.09146,-0.50522,-0.22357,-0.48569,-0.49163,-0.66873,-0.36694,-0.49891,-0.81927,-0.47384,-0.57782,-0.54785,-0.59277,-0.45335,-0.42499,-0.51212,-0.58004,-0.62773,-0.7017,-0.46726,-0.67306,-0.47989,-0.53946,-0.56918,-0.44948,-0.46511,-0.57276,-0.30971,-0.491,-0.32117,-0.3077,-0.81565,-0.75334,-0.50691,-0.57527,-0.24381,-0.41122,-0.40579,-0.19478,-0.35907,-0.30083,-0.42946,-0.81515,-0.88032,-0.16641,-0.52279,-0.00715,after Th
-0.1006,0.25125,-0.0341,-0.79392,0.35018,-0.34527,-0.40758,-0.80061,-0.39612,-0.39073,-0.33114,-0.52651,-0.50459,-0.30144,-0.40141,-0.51038,-0.50645,-0.22657,-0.26141,-0.37632,-0.60036,-0.04452,-0.54486,-0.29056,-0.03378,-0.46567,-0.23202,-0.36723,-0.33476,-0.47579,-0.51016,-0.1825,-0.3222,-0.42977,-0.30807,-0.22467,-0.37772,-0.47781,1.67863,-0.66739,-0.03147,-0.27415,-0.58218,-0.65423,-0.41921,-0.33487,-0.74163,-0.34773,-0.5277,-0.4398,0.26318,-0.31953,-0.33654,-0.12115,-0.65676,-0.22193,-0.4024,-0.52181,-0.38536,-0.83993,-0.48064,-0.68705,-0.51472,-0.17342,-0.55403,-0.36354,-0.58733,-0.42328,-0.2639,-0.58548,-0.6661,-0.67861,-1.03994,-0.4514,-0.4494,-1.02047,-0.60374,-0.68202,-0.66419,-0.49343,-0.44098,-0.68614,-0.37287,-0.68239,-0.68835,-0.44506,-0.52937,-0.52057,-0.35972,-0.85493,-0.56946,-0.47898,-0.48599,-0.07916,-0.33513,-0.73378,-0.81535,-0.23207,-0.40588,-0.0588,after Th
-0.35128,-0.58661,-0.70852,-0.84442,-0.78921,-0.3806,-0.31785,-0.76785,-0.44312,-0.68625,-0.337,-0.4938,-0.59964,-0.7429,-0.47923,0.50071,-0.32781,-0.42397,-0.29704,-0.41259,-0.7047,-0.5555,-0.562,-0.38764,-0.59521,-0.50661,-0.3527,0.15215,-0.34457,-0.61831,-0.58975,-0.46984,-0.38673,-0.4855,1.0082,-0.2072,-0.35122,-0.42235,-0.92264,-0.5163,-0.56892,-0.33525,-0.68576,-0.59056,-0.4977,-0.33053,-0.75058,-0.57635,-0.37652,-0.46341,-0.60681,-0.15116,-0.34556,-0.64358,-0.69521,-0.39142,-0.43818,-0.46408,-0.61044,-0.46394,-0.20523,-0.55603,-0.54025,-0.28651,-0.74498,-0.51488,-0.51168,-0.40568,-0.51474,-0.54831,-0.1369,-0.67157,-0.75339,-0.54236,-0.49725,-0.51246,-0.67923,-0.79363,-0.63679,-0.35063,-0.36446,-0.84199,-0.38175,-0.17906,-0.64665,-0.42203,-0.51986,-0.5761,-0.45635,-0.46339,-0.76064,0.00532,-0.58012,-0.31131,-0.81048,-0.61309,-0.93653,-0.26109,-0.3253,0.00285,after Th
1.7658,-0.17051,1.01511,-0.11837,2.21522,-0.08941,-0.30054,1.67594,1.15775,0.57291,-0.26632,0.24673,0.07009,0.06637,-0.01837,0.22929,0.20646,3.42443,0.09816,-0.23191,1.14528,1.42085,-0.34759,0.94339,0.534,0.13274,0.24759,0.75582,-0.10384,1.14722,0.82798,-0.33021,0.28099,-0.12788,0.46712,0.08765,-0.32291,-0.4068,1.97058,0.34471,1.51462,-0.42798,2.54653,0.41551,0.17435,-0.10222,0.44952,0.06629,-0.40264,-0.0919,1.86096,3.20178,-0.23934,-0.32163,1.48073,0.86969,-0.25964,4.01645,0.95214,1.01962,-0.17973,-0.54174,0.43035,0.76022,1.60542,-0.24074,1.26391,0.04923,1.18452,1.88787,1.03532,0.37683,0.8401,1.57164,-0.25406,0.44657,1.34272,1.59839,-0.49363,-0.544,-0.11612,0.05026,-0.01913,1.44852,0.09788,-0.19576,-0.02193,0.35753,-0.39103,1.39918,2.02556,4.54829,1.39703,0.09196,1.92039,-0.19307,-0.36974,-0.49647,-0.38526,-0.23748,after Th
-0.34712,-0.16463,-0.25424,-0.64418,-0.40888,-0.33411,-0.40284,-0.7539,-0.28534,-0.76927,-0.33278,-0.48829,-0.51822,-0.69802,-0.43446,-0.20308,0.10089,-0.34816,-0.31358,-0.37858,-0.40053,-0.8284,-0.17588,-0.06331,-0.54326,-0.26995,-0.29707,-0.16193,-0.33389,-0.74459,0.32686,-0.43487,-0.34093,-0.46393,1.03174,0.46371,-0.35892,-0.49433,0.96041,-0.61254,-0.33541,-0.64363,-0.69721,-0.43166,-0.54626,-0.33798,-0.66681,-0.56713,-0.48937,-0.44185,-0.56071,0.07322,-0.3471,-0.31754,-0.83394,-0.31151,-0.40111,-0.56591,-0.18444,-0.28737,-0.51591,-0.41018,-0.52915,-0.92701,-0.78288,-0.41899,-0.27036,-0.42503,-0.39118,-0.60211,-0.64769,-0.55397,-0.86735,-0.39383,-0.41075,-0.86718,-0.62384,-0.43476,-0.72115,-0.22083,-0.38908,-0.70262,-0.34312,-0.388,0.15695,-0.51549,-0.4593,-0.5175,-0.43929,-0.7718,-0.63238,-0.26611,-0.48714,-0.13861,-0.07222,-0.73129,-0.80562,-0.52423,-0.55305,0.89856,after Th
-0.3202,0.64335,1.14855,2.03734,0.62767,-0.37985,0.01892,-0.52215,-0.28032,0.27158,-0.19824,-0.19956,2.59585,1.45782,-0.3371,0.72888,-0.03341,0.19897,-0.14512,-0.38364,-0.06199,2.02241,-0.14319,4.42752,-0.4194,0.01175,-0.23828,0.58263,0.29514,-0.23804,0.79856,-0.19326,0.05058,-0.5207,1.01655,0.15246,-0.19855,-0.09338,-0.70524,-0.48275,2.0868,0.84088,1.07142,3.11409,-0.4449,-0.33157,-0.08804,0.18667,3.047,-0.45417,-0.33339,-0.34855,-0.3307,-0.41097,0.60702,-0.61665,-0.45371,-0.37061,0.67567,-0.65399,-0.33308,1.38723,-0.51467,2.02816,0.05693,0.55435,5.71772,-0.20006,-0.34591,-0.50636,0.37772,0.13082,1.97378,2.08689,-0.34701,1.03321,0.12872,-0.68926,3.47002,0.47249,0.06451,0.22085,-0.29681,1.26531,0.50498,1.51842,-0.42371,2.3586,-0.38281,-0.35633,-0.22467,1.3267,4.2932,-0.30054,-0.73514,-0.18399,1.00906,-0.5104,-0.44958,0.3274,after Th
-0.32862,-0.14901,-0.7723,-0.40459,-0.32225,-0.33043,-0.39585,-0.81396,-0.35827,-0.56852,-0.34296,-0.5205,-0.17727,-0.73461,-0.44567,-0.24855,-0.20535,-0.47388,-0.25702,-0.3776,-0.38179,0.14626,-0.36029,-0.11901,-0.33172,-0.43514,-0.19926,-0.60668,-0.33525,-0.31777,-0.51515,-0.12368,-0.43535,-0.48411,-0.86059,0.06684,-0.34165,-0.49125,-0.5877,-0.42179,-0.63071,-0.61188,-0.92495,-0.67461,-0.38773,-0.33564,-0.34397,-0.54553,-0.43577,-0.40835,-0.61402,0.41402,-0.34372,-0.59619,-0.79677,-0.56345,-0.24293,-0.43375,0.47526,-0.63623,-0.14754,-0.8385,-0.54702,-0.61738,-0.75724,-0.64766,-0.56264,-0.354,-0.85416,-0.6058,-0.38295,-0.58888,-0.76968,-0.80361,-0.46992,-0.36241,-0.57936,-0.69885,-0.57427,-0.3444,-0.37097,-0.73573,-0.358,-0.53161,-0.31118,-0.73295,-0.54355,-0.6541,-0.30913,-0.43442,-0.73542,0.08336,-0.61325,-0.12158,-0.24696,-0.69424,-0.67128,-0.4791,-0.24641,-0.2036,after Th
-0.33991,-0.41658,0.15468,2.67002,1.77787,-0.24036,-0.32301,0.91578,0.65433,-0.59335,0.44662,-0.04603,1.11276,-0.40973,-0.14032,-0.46898,0.81439,0.22169,-0.14932,-0.35747,0.39248,1.01374,-0.24857,-0.2681,-0.21378,-0.28003,-0.19403,1.12341,-0.23215,2.00301,-0.21639,-0.06287,0.0063,-0.10236,1.7158,-0.38376,-0.37551,0.93598,-0.1962,0.80397,-0.33639,1.95748,1.79594,1.04346,0.43502,-0.25316,1.09288,-0.44627,4.08205,-0.41044,0.28009,-0.17754,-0.34693,-0.25489,0.42536,0.53619,-0.1472,0.80443,-0.37571,0.01184,0.10653,0.5573,-0.43405,0.06974,2.27396,0.12098,0.67417,-0.2472,0.38081,-0.13521,4.56473,2.93246,2.2217,1.02135,2.29372,2.49913,0.46586,-0.07974,-0.40638,0.82968,1.05484,-0.36997,-0.2479,2.01127,0.41671,1.21368,-0.27895,2.09497,0.64565,2.19935,1.00151,-0.71642,0.3476,-0.00519,0.21389,-0.43383,-0.29161,0.47414,3.85831,0.07867,after Th
1.00588,-0.15701,-0.7549,-0.88447,-0.29244,-0.35962,-0.41141,0.07908,-0.42023,-0.63076,-0.34276,-0.5034,-0.70321,-0.62583,-0.46155,-0.51761,-0.24703,0.41126,-0.33843,-0.40299,-0.71609,-0.0128,-0.57041,-0.41395,0.22134,-0.58113,-0.48906,-0.57062,-0.34966,-0.68348,-0.53023,-0.36506,-0.35063,-0.46123,-0.55506,-0.51312,-0.36502,-0.49728,-0.76788,-0.71864,-0.73435,-0.63821,-0.39036,-0.62682,-0.38914,-0.34828,-0.73855,-0.54237,-0.53952,-0.46704,0.24898,0.04489,-0.34869,-0.11897,-0.6425,-0.60412,-0.44879,-0.79916,-0.75531,-0.81428,-0.54683,-0.27449,-0.49882,-0.47103,-0.79615,-0.60228,-0.4455,-0.44261,-0.42464,-0.39485,-0.43817,-0.64363,-0.44416,-0.61881,-0.48257,-0.6854,-0.4931,-0.66591,-0.19594,-0.56278,-0.41477,-0.69869,-0.29491,-0.80136,-0.92151,-0.64962,-0.51636,-0.59745,-0.34572,-0.60188,-0.71938,-0.50691,-0.43167,-0.36222,0.51827,-0.62135,-0.83372,-0.5254,-0.55154,-0.84506,after Th
-0.34527,-0.33858,0.0953,0.89248,-0.39428,-0.27016,0.67666,1.19021,6.68528,-0.49381,2.2449,0.73494,4.84493,0.49222,-0.4847,0.58312,-0.63474,0.20818,-0.20653,-0.28074,3.60652,-0.48565,2.29855,2.27519,-0.265,-0.1477,0.12432,1.19,-0.24681,0.60629,-0.87203,-0.07596,0.47702,-0.29237,0.15098,0.06511,-0.13787,-0.14772,1.10617,4.49094,1.77853,1.39304,0.54147,3.0506,0.42045,-0.05136,-0.02442,3.77993,0.65791,-0.06246,-0.75537,-0.11934,-0.17928,0.31738,3.20252,2.11101,-0.17918,-0.28094,2.04353,2.26102,5.7463,4.55694,-0.18681,1.34718,2.1551,0.9126,-0.30331,-0.43157,0.00466,-0.50071,-0.00906,0.14678,-0.64807,1.0765,-0.4374,-0.79265,-0.12886,0.52738,-0.16645,-0.00285,0.56302,-0.19198,1.01353,-0.52225,0.45203,3.59356,-0.48538,1.74141,-0.00622,0.12489,0.83759,-0.7029,1.64991,-0.25682,-0.74268,0.12334,1.16585,-0.48685,-0.01828,-0.111,after Th
-0.3522,-0.70398,-0.88497,0.06555,-0.22842,0.38917,-0.27682,-0.27677,-0.39335,1.01099,-0.33787,-0.1136,0.85208,-0.74436,0.51845,-0.63277,-0.50156,-0.56183,0.08244,0.204,-0.65093,-0.83,-0.52375,0.48597,-0.68952,-0.31311,-0.49933,-0.74243,-0.34333,-0.59873,-0.63391,-0.39874,-0.10361,0.41656,-0.46916,-0.6218,-0.22817,-0.25037,-0.94587,-0.71638,-0.76615,-0.47044,-0.43252,-0.47727,-0.6238,-0.3072,-0.5703,-0.12325,-0.56313,0.19388,-0.86897,-0.58334,-0.10441,-0.64903,-0.60934,-0.8455,-0.44418,-0.62407,-0.68063,-0.64182,-0.52133,-0.76852,-0.44842,-0.92198,-0.61633,-0.51896,-0.67884,1.23879,-0.8909,-0.2753,-0.69413,-0.74539,-0.51412,-0.48978,-0.041,-0.38841,-0.22569,-0.53959,-0.50821,-0.74867,-0.43264,-0.315,-0.36239,-0.8062,-0.06035,-0.77141,-0.438,-0.50313,-0.45979,-0.52641,-0.76013,-0.7824,-0.72227,-0.43754,-0.50914,0.85576,0.35341,-0.53144,-0.08941,-0.84975,after Th
-0.34837,-0.40368,0.55639,1.39304,0.91737,-0.31949,-0.33766,2.22803,-0.3278,0.49581,-0.07685,1.16148,-0.44846,-0.56875,-0.19549,1.68199,0.83592,-0.51648,-0.29808,-0.38295,0.08727,0.71599,-0.53867,0.41042,-0.26291,-0.45151,6.26031,-0.21306,0.09379,0.30098,1.50036,-0.39581,0.07926,-0.15,-0.12295,-0.19333,-0.28399,-0.36717,-0.25458,0.82154,-0.12507,0.75272,-0.74473,-0.59023,-0.61722,-0.34361,-0.35818,-0.35623,1.61413,-0.3547,0.43066,0.5203,-0.28235,-0.40607,0.47598,-0.13333,-0.11485,0.18351,0.8954,-0.26567,-0.40994,1.16913,-0.48627,-0.49493,0.50944,0.1311,0.0489,-0.21615,0.43899,0.58599,0.35238,1.37345,1.56512,1.33487,-0.49042,1.47702,0.47238,0.14177,0.95558,2.11866,0.01793,-0.4224,-0.3014,-0.45785,0.07509,-0.55947,1.3998,-0.36884,-0.45586,1.49929,-0.65811,0.39527,0.48006,7.29672,-0.75958,0.41152,1.53925,0.74216,-0.50671,-0.68558,after Th
-0.34957,-0.73416,-0.77984,-0.87085,-0.19441,-0.37673,-0.37629,-0.91458,-0.25507,-0.7726,-0.22368,-0.36251,-0.63467,-0.61387,-0.46979,-0.20453,-0.83276,-0.51295,-0.32284,-0.37999,-0.48265,-0.82405,-0.20143,-0.81091,-0.62928,-0.52134,-0.43943,-0.57091,-0.34482,-0.34164,-0.86809,-0.31746,-0.353,-0.49839,-0.64975,-0.52018,-0.36823,-0.46366,-0.82881,-0.62705,-0.63001,-0.41138,-0.92872,-0.50133,-0.65341,-0.25898,-0.59837,-0.56179,-0.299,-0.43461,-0.86938,-0.51718,-0.34365,-0.4984,-0.23112,-0.80219,-0.37347,-0.25427,-0.66356,-0.77762,-0.4593,-0.27529,-0.49717,-0.53281,-0.47239,-0.05926,-0.67258,-0.43877,-0.86247,-0.60069,-0.69724,-0.52008,-0.51429,-0.7338,-0.43435,-0.23028,-0.50024,-0.77223,-0.68489,-0.78552,-0.39926,-0.66978,-0.31069,-0.75786,-0.58402,-0.45443,-0.50137,-0.46532,-0.44113,-0.99095,-0.7181,-0.77317,-0.56118,-0.40054,-0.63719,-0.65408,-0.42615,-0.51774,-0.35367,-0.92969,after Th
-0.3271,-0.36913,1.05633,1.62616,0.84315,-0.12675,-0.26616,2.17438,-0.31385,0.23781,0.51864,0.30525,1.78188,-0.18314,0.08624,0.15229,1.75095,0.37021,-0.13589,-0.18342,0.99677,3.12465,-0.30125,-0.14178,-0.45084,0.00766,0.45424,-0.49023,0.41948,-0.6343,1.48588,-0.2253,-0.02353,0.01684,-0.03609,-0.30348,-0.32476,0.02847,0.95974,-0.27615,2.27092,1.00264,1.57732,1.25166,0.91782,-0.22332,1.43063,-0.06282,2.28388,0.62896,0.44248,-0.3747,-0.1817,-0.35132,2.06849,0.78318,-0.42216,1.47078,0.93679,1.97299,2.77298,0.44191,-0.33407,1.34921,1.25985,-0.22815,-0.56663,-0.07053,-0.61316,1.62497,0.58342,1.79453,1.5563,1.42312,-0.36829,1.43708,0.20627,0.06917,0.12108,1.32005,0.24005,0.34758,-0.31747,0.19392,0.41675,1.53451,-0.46303,0.29265,-0.18267,3.04732,-0.4775,-0.66892,0.23317,0.97674,-0.16343,0.2805,0.96123,0.00528,-0.35424,1.32495,after Th
-0.34725,-0.55085,-0.71511,-0.29501,-0.83723,0.11661,1.02026,-1.02022,-0.4373,-0.33369,-0.3249,-0.5231,-0.72552,-0.74948,0.0614,-0.60484,-0.99835,-0.52973,0.04777,0.31484,-0.68219,-0.74892,-0.11224,-0.27625,-0.70038,-0.44071,-0.51602,-0.60725,-0.30519,-0.70759,-0.90617,-0.31956,0.25791,0.04,-0.4981,-0.46444,-0.05588,-0.5026,0.40928,-0.22144,-0.89434,-0.64687,-0.0967,-0.633,-0.59372,0.81659,-0.34194,-0.45913,-0.56668,0.43258,-0.86115,-0.5881,-0.1493,-0.47334,-0.72533,-0.78911,0.12599,-0.38951,-0.68253,-0.8031,-0.51319,-0.54334,-0.34383,-0.64227,-0.69168,-0.62974,-0.78251,0.20999,-0.8067,-0.57309,-0.67431,-0.76068,-0.56451,-0.78547,-0.35984,-0.63663,-0.39574,0.17461,-0.71736,-0.57782,-0.44968,-0.04875,-0.37367,-0.73899,-0.72165,-0.24712,1.11449,-0.42402,-0.16646,-0.29923,-0.08953,-0.7976,-0.76435,-0.42985,-0.0372,-0.10627,0.3161,-0.51789,0.59859,-1.03918,after Th
-0.35168,-0.30765,-0.00697,-0.04791,0.24874,0.80818,-0.40858,0.1885,-0.44326,0.56013,-0.34315,-0.21207,-0.24162,-0.76485,0.40322,-0.62747,-0.55336,-0.51089,0.0324,0.18419,-0.56401,-0.47442,-0.08844,-0.08362,-0.6872,-0.39303,-0.5043,-0.54893,-0.32941,-0.6152,-0.76114,-0.33243,-0.36479,0.44906,-0.5078,-0.67901,0.49711,-0.4652,0.31734,-0.50538,-0.65275,-0.66203,-0.6,-0.60076,-0.61707,-0.27733,0.8506,-0.32516,-0.54108,0.36206,-0.86603,-0.58772,-0.01804,-0.55125,-0.48023,-0.58323,-0.44879,-0.37456,-0.69926,-0.81264,-0.56311,-0.37866,0.63478,-0.76954,-0.37602,-0.40574,-0.81017,0.6964,0.35698,-0.48832,-0.44567,-0.68992,-0.68301,-0.59464,-0.26056,-0.63277,-0.33022,-0.29514,-0.42031,-0.77848,-0.45702,-0.48767,-0.02123,-0.71015,-0.34358,-0.62703,-0.50283,-0.63359,-0.469,-0.464,-0.36338,-0.74899,-0.3158,-0.43394,-0.14574,0.76935,-0.15644,-0.52608,-0.40475,-0.64421,after Th
